name,yearkm_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Alto 800 LXI,20195000,Petrol,Individual,Manual,First Owner,190000
Tata Harrier XZ BSIV,201910000,Diesel,Individual,Manual,First Owner,1700000
Hyundai i10 Sportz,201150000,Petrol,Individual,Manual,First Owner,250000
Maruti Ignis 1.2 Delta BSIV,201915000,Petrol,Individual,Manual,First Owner,500000
Toyota Corolla Altis 1.8 J,200835000,Petrol,Individual,Manual,Second Owner,400000
Fiat Linea T Jet Plus,201120000,Petrol,Individual,Manual,First Owner,500000
Toyota Fortuner 4x2 AT,201499000,Diesel,Individual,Automatic,First Owner,1800000
Honda Civic 1.8 V MT,200890000,Petrol,Individual,Manual,First Owner,320000
Honda Civic 1.8 S AT,200747000,Petrol,Dealer,Automatic,First Owner,250000
Ford Figo Diesel Titanium,201090000,Diesel,Individual,Manual,Third Owner,105000
Hyundai i20 Active 1.2 SX,201820000,Petrol,Individual,Manual,First Owner,550000
Hyundai Grand i10 1.2 Kappa Sportz AT,20191100,Petrol,Individual,Automatic,First Owner,600000
Maruti Alto 800 VXI,202040000,Petrol,Individual,Manual,First Owner,210000
Maruti Alto 800 LXI Airbag,201215000,Petrol,Individual,Manual,First Owner,210000
Maruti Alto LXi,200940000,Petrol,Individual,Manual,First Owner,150000
Hyundai i10 Era 1.1,200860000,Petrol,Individual,Manual,First Owner,125000
Maruti Celerio VXI,201620000,Petrol,Individual,Manual,First Owner,380000
Maruti Baleno Delta 1.2,20195000,Petrol,Individual,Manual,First Owner,600000
Maruti Swift VXI Deca,201627000,Petrol,Individual,Manual,First Owner,490000
Maruti Swift Dzire LDI,201838000,Diesel,Individual,Manual,Second Owner,545000
Maruti Wagon R VXI BS IV,201525000,Petrol,Individual,Manual,First Owner,250000
Hyundai Venue SX Opt Turbo BSIV,20201100,Petrol,Individual,Manual,First Owner,1050000
Maruti Wagon R LX Minor,2007100000,Petrol,Individual,Manual,First Owner,100000
Ford Figo Diesel ZXI,2014100000,Diesel,Individual,Manual,Second Owner,250000
Maruti Wagon R LX BSIII,2007110000,Petrol,Individual,Manual,First Owner,100000
Ford Figo 1.5D Ambiente ABS MT,201660000,Diesel,Individual,Manual,Second Owner,350000
Renault Duster 110PS Diesel RxZ Plus,201270000,Diesel,Individual,Manual,Second Owner,370000
Maruti Zen VXi - BS III,2004110000,Petrol,Individual,Manual,Second Owner,121000
Ford Figo Aspire 1.5 Ti-VCT Titanium,201744077,Petrol,Dealer,Automatic,First Owner,570000
Maruti Ertiga SHVS VDI,201724000,Diesel,Individual,Manual,First Owner,785000
Maruti Ciaz S 1.3,201830000,Diesel,Individual,Manual,First Owner,850000
Maruti Wagon R VXI BS IV,201630000,Petrol,Individual,Manual,Second Owner,375000
Maruti Baleno Alpha 1.2,201740000,Petrol,Individual,Manual,First Owner,619000
Chevrolet Cruze LTZ,201190000,Diesel,Individual,Manual,Second Owner,335000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,200650000,Diesel,Individual,Manual,First Owner,500000
Maruti Wagon R LX,2003100000,Petrol,Individual,Manual,Second Owner,60000
Maruti Zen Estilo VXI BSIV,201050000,Petrol,Individual,Manual,Second Owner,130000
Mahindra Ingenio CRDe,2015210000,Diesel,Individual,Manual,First Owner,210000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,201920000,Diesel,Individual,Manual,First Owner,1900000
Tata Indigo TDI,201370000,Diesel,Individual,Manual,Second Owner,270000
Maruti Wagon R LXI Minor,2010100000,Petrol,Individual,Manual,Second Owner,225000
Maruti SX4 ZXI MT BSIV,2011160000,Petrol,Individual,Manual,Second Owner,150000
Chevrolet Beat Diesel LT,201370000,Diesel,Individual,Manual,First Owner,173000
BMW 5 Series 520d Luxury Line,20189422,Diesel,Individual,Automatic,First Owner,4800000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017110000,Diesel,Individual,Automatic,First Owner,710000
Toyota Corolla Altis 1.8 GL,201920000,Petrol,Individual,Manual,First Owner,1500000
Maruti Baleno Zeta 1.2,201720000,Petrol,Individual,Manual,First Owner,550000
Maruti 800 AC BSIII,200870000,Petrol,Individual,Manual,Second Owner,58000
Audi A4 1.8 TFSI,201260000,Petrol,Individual,Automatic,Third Owner,1200000
Mahindra Scorpio M2DI,2013150000,Diesel,Individual,Manual,First Owner,500000
Maruti Swift LXi BSIV,200983000,Petrol,Individual,Manual,Second Owner,120000
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012250000,Diesel,Individual,Manual,First Owner,300000
Hyundai EON Era Plus,201830000,Petrol,Individual,Manual,First Owner,300000
Datsun GO Plus T Option BSIV,201521000,Petrol,Individual,Manual,First Owner,295000
Maruti Ertiga VXI CNG,201880000,CNG,Individual,Manual,First Owner,587000
Ambassador Grand 1800 ISZ MPFI PW CL,201250000,Petrol,Individual,Manual,Second Owner,430000
Hyundai Verna i (Petrol),200750000,Petrol,Individual,Manual,Second Owner,123000
Skoda Laura Ambiente 2.0 TDI CR AT,201248500,Diesel,Individual,Automatic,Second Owner,450000
Maruti Wagon R LXI Minor,200760000,Petrol,Individual,Manual,Third Owner,130000
Tata Indica Vista Aqua 1.4 TDI,201090000,Diesel,Individual,Manual,Second Owner,110000
Mahindra Xylo Celebration Edition BSIV,2010240000,Diesel,Individual,Manual,Third Owner,200000
Hyundai Grand i10 Magna,201570000,Petrol,Individual,Manual,Second Owner,320000
Maruti Wagon R LXI BS IV,201450000,Petrol,Individual,Manual,First Owner,300000
Volkswagen CrossPolo 1.2 MPI,2016110000,Petrol,Individual,Manual,First Owner,350000
Maruti Ertiga VXI Petrol,201850000,Petrol,Individual,Manual,First Owner,800000
Hyundai Xcent 1.1 CRDi S,2016175000,Diesel,Individual,Manual,First Owner,270000
Hyundai i20 1.2 Magna Executive,201760000,Petrol,Individual,Manual,First Owner,540000
Maruti Wagon R LXI CNG,201160000,CNG,Individual,Manual,Second Owner,160000
Maruti SX4 VDI,2013100000,Diesel,Individual,Manual,Second Owner,340000
Maruti Eeco 5 Seater AC BSIV,201740000,Petrol,Individual,Manual,Second Owner,350000
Volkswagen Vento Diesel Style Limited Edition,2011100000,Diesel,Individual,Manual,First Owner,300000
Maruti Ritz VDi,201363000,Diesel,Individual,Manual,First Owner,330000
Maruti Wagon R LXI CNG,201680000,CNG,Individual,Manual,Second Owner,325000
Maruti Swift Dzire VDI,201355000,Diesel,Individual,Manual,First Owner,250000
Maruti Swift Star VDI,201355000,Diesel,Individual,Manual,First Owner,250000
Chevrolet Beat LT Option,201560000,Petrol,Individual,Manual,First Owner,240000
Hyundai Grand i10 1.2 Kappa Magna BSIV,20205000,Petrol,Individual,Manual,First Owner,545000
Hyundai i10 Magna 1.1 iTech SE,201548000,Petrol,Dealer,Manual,First Owner,300000
Chevrolet Beat LT,201080000,Petrol,Individual,Manual,Second Owner,130000
Renault KWID RXT,201750000,Petrol,Individual,Manual,First Owner,240000
Renault KWID 1.0 RXT Optional,201815000,Petrol,Individual,Manual,First Owner,360000
Hyundai i20 1.4 CRDi Magna,201270000,Diesel,Individual,Manual,First Owner,250000
Skoda Laura Elegance 2.0 TDI CR AT,2019105000,Diesel,Dealer,Automatic,First Owner,475000
Hyundai i20 Asta Option 1.4 CRDi,201650000,Diesel,Individual,Manual,Second Owner,600000
Tata Indigo CR4,201080000,Diesel,Individual,Manual,Second Owner,150000
Ford EcoSport 1.5 Diesel Trend BSIV,201750000,Diesel,Individual,Manual,First Owner,700000
Mahindra XUV500 W6 2WD,20165000,Diesel,Individual,Manual,First Owner,1290000
Hyundai Santro Xing XG,200458000,Petrol,Individual,Manual,First Owner,80000
Hyundai Grand i10 Sportz,201512000,Petrol,Individual,Manual,First Owner,425000
Maruti Celerio ZXI AMT BSIV,201810000,Petrol,Individual,Automatic,First Owner,500000
Hyundai Santro Xing GLS,201245000,Petrol,Individual,Manual,Second Owner,193000
Honda City i VTEC V,201510000,Petrol,Individual,Manual,First Owner,800000
Maruti Wagon R LXI Minor,200850000,Petrol,Individual,Manual,First Owner,150000
Maruti 800 AC,200240000,Petrol,Individual,Manual,Fourth & Above Owner,80000
Ford Figo Diesel EXI,2010100000,Diesel,Individual,Manual,Third Owner,130000
Ford Figo Diesel EXI,201280000,Diesel,Individual,Manual,Second Owner,280000
Mahindra Xylo D2 BS IV,2011110000,Diesel,Individual,Manual,Second Owner,229999
Maruti Zen Estilo VXI BSIII,2008120000,Petrol,Individual,Manual,First Owner,80000
Tata Nano Cx BSIII,201010000,Petrol,Individual,Manual,First Owner,70000
Maruti Ritz VDi,201360000,Diesel,Individual,Manual,Second Owner,240000
Mahindra Xylo E8,201072000,Diesel,Individual,Manual,Second Owner,380000
Maruti Ritz VDi,201360000,Diesel,Individual,Manual,Second Owner,240000
Hyundai Santro Xing XO,2006110000,Petrol,Individual,Manual,First Owner,80000
Hyundai i10 Era,201350000,Petrol,Individual,Manual,First Owner,265000
Hyundai EON Magna Plus Option,201825000,Petrol,Individual,Manual,First Owner,320000
Nissan Terrano XL 110 PS,2014120000,Diesel,Individual,Manual,Third Owner,500000
Hyundai Creta 1.6 CRDi SX Option,201655000,Diesel,Individual,Manual,First Owner,1300000
Mahindra Scorpio S11 BSIV,201835000,Diesel,Individual,Manual,First Owner,1500000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016110000,Diesel,Individual,Automatic,First Owner,1800000
Mahindra XUV500 W6 2WD,201480000,Diesel,Individual,Manual,Second Owner,600000
Tata Tiago 1.2 Revotron XT,201880000,Petrol,Individual,Manual,First Owner,420000
Maruti Zen Estilo LXI BS IV,2009120000,Petrol,Individual,Manual,First Owner,140000
Skoda Laura Ambiente 2.0 TDI CR MT,2010100000,Diesel,Individual,Manual,Second Owner,300000
Hyundai Santro Xing XL eRLX Euro III,200660000,Petrol,Dealer,Manual,Second Owner,100000
Maruti Alto K10 VXI,201725000,Petrol,Dealer,Manual,First Owner,350000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,201819000,Petrol,Dealer,Manual,First Owner,850000
Maruti Alto LX,200854000,Petrol,Dealer,Manual,First Owner,140000
Ford Aspire Titanium Plus BSIV,201517100,Petrol,Dealer,Manual,Second Owner,550000
Hyundai Grand i10 Asta Option AT,201719000,Petrol,Dealer,Automatic,First Owner,525000
Ford Ecosport 1.5 DV5 MT Titanium,2015146000,Diesel,Dealer,Manual,First Owner,470000
Ford Endeavour 3.0L 4X4 AT,201398000,Diesel,Dealer,Automatic,First Owner,900000
Ford Endeavour 2.5L 4X2,2011224642,Diesel,Dealer,Manual,Second Owner,500000
Maruti Zen LXI,1998120000,Petrol,Individual,Manual,Second Owner,80000
Mahindra Verito 1.5 D2 BSIII,2011175000,Diesel,Individual,Manual,First Owner,175000
Mahindra XUV500 AT W10 AWD,201715000,Diesel,Individual,Automatic,Second Owner,1350000
Renault Duster 110PS Diesel RxZ,201750000,Diesel,Individual,Manual,First Owner,800000
Datsun RediGO 1.0 S,201715000,Petrol,Individual,Manual,First Owner,250000
Maruti Ignis 1.2 AMT Alpha BSIV,201825000,Petrol,Individual,Automatic,First Owner,700000
Tata Nexon 1.5 Revotorq XM,201925000,Diesel,Individual,Manual,First Owner,800000
Mahindra XUV500 W6 2WD,201369000,Diesel,Individual,Manual,First Owner,660000
Maruti Swift VDI BSIV,201560000,Diesel,Individual,Manual,Third Owner,465000
Mahindra Scorpio 2.6 CRDe,2006222435,Diesel,Individual,Manual,Second Owner,180000
Maruti Swift Dzire VDI,201766000,Diesel,Individual,Manual,Third Owner,600000
Ford Fiesta 1.4 ZXi Duratec,2010110000,Petrol,Individual,Manual,First Owner,150000
Hyundai Verna 1.6 SX,201478000,Diesel,Individual,Manual,Second Owner,450000
Hyundai Elite i20 Sportz Plus BSIV,201910000,Petrol,Individual,Manual,First Owner,721000
Maruti Swift 1.2 DLX,201835000,Petrol,Individual,Manual,First Owner,300000
Mahindra Scorpio BSIV,201910000,Diesel,Individual,Manual,First Owner,1000000
Renault KWID RXT,201640000,Petrol,Individual,Manual,First Owner,300000
Mahindra Scorpio LX,2013120000,Diesel,Individual,Manual,First Owner,450000
Maruti Esteem AX,199770000,Petrol,Individual,Automatic,First Owner,79000
Ford Figo 1.5D Trend MT,201740000,Diesel,Individual,Manual,First Owner,545000
Honda Amaze V Diesel BSIV,201820000,Diesel,Individual,Manual,First Owner,844999
Skoda Rapid 1.5 TDI Ambition,201693000,Diesel,Individual,Manual,First Owner,700000
Toyota Etios VD,2016159000,Diesel,Individual,Manual,First Owner,650000
Ford Ecosport 1.5 DV5 MT Titanium,201475000,Diesel,Individual,Manual,Second Owner,525000
Ford Fiesta Classic 1.4 SXI Duratorq,2006101100,Diesel,Individual,Manual,Third Owner,110000
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,201166000,Diesel,Individual,Manual,First Owner,180000
Hyundai i10 Era,201230000,Petrol,Individual,Manual,Second Owner,280000
Renault KWID 1.0 RXT Optional,201910000,Petrol,Individual,Manual,First Owner,400000
Mahindra XUV500 W8 4WD,2012126000,Diesel,Individual,Manual,Second Owner,625000
Volkswagen Vento 1.5 TDI Highline,201570000,Diesel,Individual,Manual,First Owner,535000
Maruti Swift VDI Optional,201750000,Diesel,Individual,Manual,First Owner,459999
Mahindra Bolero DI,2010100000,Diesel,Individual,Manual,First Owner,300000
Honda Civic 1.8 V AT,200760000,Petrol,Individual,Automatic,First Owner,280000
Honda Mobilio V i VTEC,201470000,Petrol,Individual,Manual,First Owner,500000
Hyundai Creta 1.6 SX,20191200,Petrol,Individual,Manual,First Owner,1200000
Renault KWID RXT,201640000,Petrol,Individual,Manual,First Owner,300000
Tata Manza ELAN Quadrajet BS IV,201180000,Diesel,Individual,Manual,Third Owner,180000
Hyundai i10 Sportz AT,2011134444,Petrol,Individual,Automatic,Second Owner,180000
Maruti Alto LXi,2009120000,Petrol,Individual,Manual,Second Owner,78000
Nissan Micra Diesel XV Premium,2011120000,Diesel,Individual,Manual,First Owner,160000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014238000,Diesel,Individual,Manual,First Owner,600000
Maruti Wagon R LXI Minor,2008100000,Petrol,Individual,Manual,Second Owner,110000
Mahindra Bolero SLX 4WD BSIII,2011110000,Diesel,Individual,Manual,Second Owner,450000
Mahindra Scorpio S9 BSIV,201935000,Diesel,Individual,Manual,First Owner,1350000
Honda City 1.3 DX,2003165000,Petrol,Individual,Manual,Second Owner,120000
Honda BR-V i-DTEC VX MT,201842000,Diesel,Individual,Manual,First Owner,1040000
Hyundai Grand i10 CRDi Sportz,201470000,Diesel,Individual,Manual,Second Owner,390000
Tata Nano Lx BSIII,201160000,Petrol,Individual,Manual,Second Owner,65000
Volkswagen Polo Diesel Highline 1.2L,2013115000,Diesel,Individual,Manual,Third Owner,320000
Volkswagen Ameo 1.5 TDI Highline,201770000,Diesel,Individual,Manual,First Owner,720000
Maruti Swift ZXI ABS,200780000,Petrol,Individual,Manual,Second Owner,220000
Maruti Wagon R LXI BS IV,201165000,Petrol,Dealer,Manual,First Owner,225000
Tata Manza Aura (ABS) Quadrajet BS IV,2010150000,Diesel,Individual,Manual,Second Owner,200000
Toyota Etios GD,201575000,Diesel,Dealer,Manual,Second Owner,434999
Ford Figo Diesel Titanium,201263700,Diesel,Individual,Manual,First Owner,300000
Honda Amaze VX i-DTEC,201874800,Diesel,Individual,Manual,First Owner,700000
Ford Endeavour 2.5L 4X2 MT,2009105000,Diesel,Individual,Manual,Second Owner,500000
Renault Duster 85PS Diesel RxE,201640000,Diesel,Individual,Manual,First Owner,500000
Maruti Ritz LDi,201690000,Diesel,Individual,Manual,Second Owner,400000
Toyota Corolla Altis D-4D J,201575000,Diesel,Dealer,Manual,Second Owner,825000
Maruti Swift Dzire VDI,201815000,Diesel,Individual,Manual,First Owner,720000
Maruti 800 AC Uniq,200930000,Petrol,Individual,Manual,Second Owner,110000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014100000,Diesel,Individual,Manual,Second Owner,600000
Mahindra Scorpio VLX 2WD AT BSIV,2009155000,Diesel,Individual,Automatic,Third Owner,275000
Land Rover Range Rover Evoque 2.2L Dynamic,2012149000,Diesel,Individual,Automatic,Second Owner,2349000
Hyundai i20 1.4 Sportz,201760000,Diesel,Individual,Manual,First Owner,740000
Maruti Baleno Alpha 1.3,201790000,Diesel,Individual,Manual,First Owner,800000
Hyundai Verna CRDi 1.6 SX Option,2019100000,Diesel,Individual,Manual,First Owner,1100000
BMW X1 sDrive20d,2012100000,Diesel,Individual,Automatic,Second Owner,750000
Maruti Alto K10 2010-2014 VXI,201290000,Petrol,Individual,Manual,Second Owner,200000
Tata Spacio SA 6 Seater,200975000,Diesel,Individual,Manual,First Owner,210000
Maruti Swift VDI BSIV,2009120000,Diesel,Individual,Manual,Second Owner,270000
Toyota Etios 1.4 VXD,201690000,Diesel,Individual,Manual,Second Owner,630000
Hyundai Xcent 1.2 Kappa S,201555000,Petrol,Individual,Manual,First Owner,375000
Mahindra Xylo D2,201070000,Diesel,Individual,Manual,First Owner,300000
Mahindra Bolero Power Plus SLX,201695000,Diesel,Individual,Manual,Second Owner,580000
Hyundai Verna 1.4 CRDi,201450000,Diesel,Individual,Manual,First Owner,550000
Maruti Ciaz ZDi Plus SHVS,201650000,Diesel,Individual,Manual,First Owner,750000
Maruti Omni E MPI STD BS IV,201460516,Petrol,Individual,Manual,First Owner,250000
Hyundai Verna 1.6 SX,2012235000,Diesel,Individual,Manual,Second Owner,434999
Mercedes-Benz E-Class 280 CDI,200776731,Diesel,Dealer,Automatic,First Owner,900000
Maruti Swift ZDI,201664000,Diesel,Dealer,Manual,First Owner,685000
Maruti Swift VDI BSIV,201465000,Diesel,Dealer,Manual,First Owner,540000
Honda City i-VTEC CVT ZX,201813000,Petrol,Dealer,Automatic,Test Drive Car,1165000
Ford Ecosport 1.5 DV5 MT Titanium Optional,201477000,Diesel,Dealer,Manual,First Owner,610000
Hyundai EON Era,201124000,Petrol,Dealer,Manual,First Owner,254999
Nissan Micra Active XV,201463840,Petrol,Dealer,Manual,First Owner,280000
Tata Tiago 1.2 Revotron XT,201725000,Petrol,Individual,Manual,First Owner,370000
Tata New Safari DICOR 2.2 EX 4x2,201176400,Diesel,Individual,Manual,Second Owner,459999
Maruti Zen LX,199870000,Petrol,Individual,Manual,Third Owner,42000
Maruti Zen LX,199870000,Petrol,Individual,Manual,Third Owner,42000
Fiat Linea Active (Diesel),201180000,Diesel,Individual,Manual,Third Owner,190000
Fiat Punto 1.4 Emotion,2010100000,Petrol,Individual,Manual,Fourth & Above Owner,165000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,201740000,Diesel,Individual,Manual,First Owner,710000
Hyundai Creta 1.6 SX Option,201815000,Petrol,Individual,Manual,First Owner,1200000
Maruti Zen Estilo LXI BS IV,201170000,Petrol,Individual,Manual,First Owner,229999
Renault KWID RXT,201815000,Petrol,Individual,Manual,First Owner,310000
Maruti Wagon R VXI BS IV,201540000,Petrol,Individual,Manual,First Owner,320000
Maruti 800 AC,200654000,Petrol,Individual,Manual,First Owner,100000
Hyundai Verna CRDi,200990000,Diesel,Individual,Manual,First Owner,160000
Maruti 800 AC BSIII,200752000,Petrol,Individual,Manual,First Owner,60000
Tata Indigo LS,2012200000,Diesel,Individual,Manual,Third Owner,100000
Chevrolet Beat Diesel LT,201635000,Diesel,Individual,Manual,Second Owner,350000
Renault Duster 110PS Diesel RxZ AWD,201760000,Diesel,Individual,Manual,First Owner,700000
Maruti Alto K10 VXI,201731489,Petrol,Individual,Manual,First Owner,300000
Hyundai i20 1.4 Asta Option,201840000,Diesel,Individual,Manual,First Owner,830000
Mahindra Quanto C6,2013110000,Diesel,Individual,Manual,First Owner,220000
Tata Indigo LX Dicor,200950000,Diesel,Individual,Manual,First Owner,130000
Hyundai i20 1.2 Magna,201244000,Petrol,Individual,Manual,First Owner,330000
Honda City 1.5 S MT,201090000,Petrol,Individual,Manual,Second Owner,254999
Hyundai Verna 1.6 SX VTVT (O),201450000,Petrol,Individual,Manual,Second Owner,600000
Hyundai i10 Magna,201250000,Petrol,Individual,Manual,First Owner,210000
Maruti Zen Estilo 1.1 LXI BSIII,200781366,Petrol,Individual,Manual,First Owner,120000
Maruti Esteem Vxi - BSIII,2006110000,Petrol,Individual,Manual,First Owner,95000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006300000,Diesel,Individual,Manual,First Owner,229999
Hyundai Verna Transform VTVT,201070000,Petrol,Individual,Manual,First Owner,229999
Hyundai i20 Magna Optional 1.4 CRDi,2013100000,Diesel,Individual,Manual,First Owner,400000
Maruti Gypsy King Hard Top Ambulance BSIV,200570000,Petrol,Individual,Manual,Second Owner,300000
Ford Figo Diesel Celebration Edition,201350000,Diesel,Individual,Manual,First Owner,300000
Ford Fiesta 1.4 SXi TDCi,2009180000,Diesel,Individual,Manual,Second Owner,80000
